count_type	month	day	count	year	julian
fish_wheel	7	22	44	1991	203
fish_wheel	7	23	54	1991	204
fish_wheel	7	24	48	1991	205
fish_wheel	7	25	21	1991	206
fish_wheel	7	26	20	1991	207
fish_wheel	7	27	38	1991	208
fish_wheel	7	28	42	1991	209
fish_wheel	7	29	34	1991	210
fish_wheel	7	30	31	1991	211
fish_wheel	7	31	40	1991	212
fish_wheel	8	1	51	1991	213
fish_wheel	8	2	50	1991	214
fish_wheel	8	3	35	1991	215
fish_wheel	8	4	55	1991	216
fish_wheel	8	5	86	1991	217
fish_wheel	8	6	156	1991	218
fish_wheel	8	7	62	1991	219
fish_wheel	8	8	26	1991	220
fish_wheel	8	9	33	1991	221
fish_wheel	8	10	28	1991	222
fish_wheel	8	11	18	1991	223
fish_wheel	8	12	10	1991	224
fish_wheel	8	13	8	1991	225
fish_wheel	8	14	9	1991	226
fish_wheel	8	15	5	1991	227
fish_wheel	8	16	2	1991	228
fish_wheel	8	17	5	1991	229
fish_wheel	8	18	2	1991	230
fish_wheel	8	19	4	1991	231
fish_wheel	8	20	5	1991	232
fish_wheel	8	21	0	1991	233
fish_wheel	8	22	0	1991	234
fish_wheel	8	23	0	1991	235
fish_wheel	8	24	0	1991	236
fish_wheel	8	25	0	1991	237
fish_wheel	8	26	0	1991	238
fish_wheel	8	27	1	1991	239
fish_wheel	8	28	0	1991	240
fish_wheel	8	29	0	1991	241
fish_wheel	8	30	0	1991	242
fish_wheel	8	31	0	1991	243
fish_wheel	9	1	0	1991	244
fish_wheel	9	2	0	1991	245
fish_wheel	9	3	0	1991	246
fish_wheel	9	4	0	1991	247
fish_wheel	9	5	0	1991	248
fish_wheel	9	6	0	1991	249
fish_wheel	9	7	0	1991	250
fish_wheel	9	8	0	1991	251
fish_wheel	9	9	0	1991	252
fish_wheel	9	10	0	1991	253
fish_wheel	9	11	0	1991	254
fish_wheel	9	12	0	1991	255
fish_wheel	9	13	0	1991	256
fish_wheel	9	14	0	1991	257
fish_wheel	9	15	0	1991	258
fish_wheel	9	16	0	1991	259
fish_wheel	9	17	0	1991	260
fish_wheel	9	18	0	1991	261
fish_wheel	9	19	0	1991	262
fish_wheel	9	20	0	1991	263
fish_wheel	9	21	0	1991	264
fish_wheel	9	22	0	1991	265
fish_wheel	9	23	0	1991	266
fish_wheel	9	24	0	1991	267
fish_wheel	9	25	0	1991	268
fish_wheel	9	26	0	1991	269
fish_wheel	9	27	0	1991	270
fish_wheel	9	28	0	1991	271
fish_wheel	9	29	0	1991	272
fish_wheel	9	30	0	1991	273
fish_wheel	10	1	0	1991	274
fish_wheel	10	2	0	1991	275
fish_wheel	10	3	0	1991	276
fish_wheel	10	4	0	1991	277
fish_wheel	10	5	0	1991	278
fish_wheel	10	6	0	1991	279
fish_wheel	10	7	0	1991	280
fish_wheel	10	8	0	1991	281
fish_wheel	10	9	0	1991	282
fish_wheel	10	10	0	1991	283
fish_wheel	6	23	0	1992	175
fish_wheel	6	24	0	1992	176
